32037257915,LUETH COMPANY LLC                                 ,PO BOX 3186,PORT ARANSAS        ,TX,78373,178,24,A WAVE FROM IT ALL                                ,604 BEACH ACCESS ROAD 1A # 15-A,PORT ARANSAS        ,TX,78373,178,1,10518.75,10518.75,July
32039800126,"A&B VACATION HOMES, LLC                           ",10007 MATAGORDA CV,SAN ANTONIO         ,TX,78223,15,1,A&B VACATION HOMES LLC                            ,3008 ANCIENT SONG,SAN ANTONIO         ,TX,78245,15,4,21109.98,21109.98,July
32055394038,ANDERVANT OPERATIONS LLC                          ,13600 RANCH ROAD 12 STE B,WIMBERLEY           ,TX,78676,105,48,AAA WIMBERLEY VALLEY RANCH                        ,300 FISCHER STORE RD,WIMBERLEY           ,TX,78676,105,1,7120,7120,July
32051235409,SCOTTIE LLC                                       ,13501 RANCH ROAD 12 STE 103,WIMBERLEY           ,TX,78676,105,1,AARON & ANGIE SCOTT - CINCO LOCO LLE              ,1861 FLITE ACRES RD,WIMBERLEY           ,TX,78676,105,1,3717.43,3717.43,July
32040365218,"JAYDAN SRB, LLC                                   ",1815 CULEBRA RD,SAN ANTONIO         ,TX,78201,15,1,AARON MOTEL                                       ,1815 CULEBRA RD,SAN ANTONIO         ,TX,78201,15,11,6904,6904,July
32008810320,DONALD P NOBLE                                    ,102 TURNER ST,SAN ANTONIO         ,TX,78204,15,1,AARON PANCOAST CARRIAGE HOUSE B & B               ,102 TURNER,SAN ANTONIO         ,TX,78204,15,3,10780.01,6969.01,July
32038271337,PORT ARANSAS ESCAPES LLC                          ,1900 STATE HIGHWAY 361,PORT ARANSAS        ,TX,78373,178,224,AA24 HARBOR COTTAGE AA24,121 W AVENUE A # 24,PORT ARANSAS        ,TX,78373,178,1,3386.47,3386.47,July
32038271337,PORT ARANSAS ESCAPES LLC                          ,1900 STATE HIGHWAY 361,PORT ARANSAS        ,TX,78373,178,225,AA29 HARBOR COTTAGE AA29,121 W AVENUE A # 24,PORT ARANSAS        ,TX,78373,178,1,3222.27,3222.27,July
32055904786,BRITAN LLC                                        ,9165 S CENTRAL EXPY,DALLAS              ,TX,75241,57,1,ABC MOTEL                                         ,9165 S CENTRAL EXPY,DALLAS              ,TX,75241,57,11,3170,2195,July
32038810209,LISA KETCHUM                                      ,10492 FERRILL CREEK RD,BRYAN               ,TX,77808,21,1,ABIGAILE'S TREEHOUSE                              ,10492 FERRILL CREEK RD,BRYAN               ,TX,77808,21,4,9327.55,8977.55,July
32055654282,"HERITAGE INN NUMBER XVI. OPCO, L.L.C.             ",PO BOX 9118,FARGO               ,ND,58106,0,1,ABILENE FAIRFIELD INN & SUITES                    ,3902 TURNER PLZ,ABILENE             ,TX,79606,221,71,147879.08,139668.89,July
32055654274,"HERITAGE INN NUMBER XVII. OPCO, L.L.C.            ",PO BOX 9118,FARGO               ,ND,58106,0,1,ABILENE HAMPTON INN                               ,3917 RIDGEMONT DR,ABILENE             ,TX,79606,221,63,183043.08,179272.78,July
17416803728,PARKS AND WILDLIFE DEPARTMENT                     ,4200 SMITH SCHOOL RD,AUSTIN              ,TX,78744,227,124,ABILENE STATE PARK                                ,150 PARK ROAD 32,TUSCOLA             ,TX,79562,221,3,4775,4775,July
32057140710,"PERFECT ARLINGTON INVESTMENTS, LLC                ",4220 INDEPENDENCE DR,DALLAS              ,TX,75237,57,1,ABRAM INN                                         ,3020 E ABRAM ST,ARLINGTON           ,TX,76010,220,36,16218.33,10328.02,July
32019991234,RYSON REAL ESTATE HOLDINGS LLC                    ,2115 61ST ST STE 101,GALVESTON           ,TX,77551,84,249,ABSOLUTE PARADISE                                 ,7000 SEAWALL BLVD APT 1031,GALVESTON           ,TX,77551,84,1,6181.07,6181.07,July
32016597695,SHELLYE_ARNOLD AND TINA SABUCO                    ,859 AZALEA ST,HOUSTON             ,TX,77018,101,1,ABUNDANCE--A HILL COUNTRY RIVER RETREAT           ,330 MILL RACE LN,WIMBERLEY           ,TX,78676,105,4,12975,12975,July
32053629153,"DHM HOSPITALITY, LLC                              ",2001 BROADSTONE DR,PLANO               ,TX,75025,43,1,ABV INN OF CORPUS CHRISTI                         ,910 CORN PRODUCT RD,CORPUS CHRISTI      ,TX,78409,178,160,228321.41,184245.41,July
11135895297,SHP-THE CALLAWAY HOUSE L.P.                       ,305 MARION PUGH DR,COLLEGE STA         ,TX,77840,21,2,ACC OP CALLAWAY VILLAS LP                         ,305 MARION PUGH DR,COLLEGE STATION     ,TX,77840,21,1,55969.32,11387,July
32046993153,"ACCESS HOTEL APARTMENTS, LLC                      ",4002 CREEK RIDGE LN,MISSOURI CITY       ,TX,77459,79,1,ACCESS HOTEL APARTMENTS                           ,2656 S LOOP W STE 455,HOUSTON             ,TX,77054,101,45,139500.73,1816,July
32049360657,"ACE GULF PROPERTIES, L.L.C.                       ",PO BOX 2006,FRIENDSWOOD         ,TX,77549,84,2,"ACE GULF PROPERTIES, L.L.C.                       ",16615 BAYFRONT DR,JAMAICA BEACH       ,TX,77554,84,4,16200,16200,July
32016602719,BHAKTA DAYARAM                                    ,2627 MANOR RD,AUSTIN              ,TX,78722,227,1,ACE MOTEL                                         ,2627 MANOR RD,AUSTIN              ,TX,78722,227,27,15010,11675,July
17706933128,"ACK HOTELS, LP                                    ",6861 W US HIGHWAY 90,SAN ANTONIO         ,TX,78227,15,1,ACK HOTELS LP                                     ,6861 W US HIGHWAY 90,SAN ANTONIO         ,TX,78227,15,93,133949.77,133949.77,July
12023601276,"BACKROADS TEXAS, LLC                              ",PO BOX 967,BANDERA             ,TX,78003,10,57,ACORN BED AND BREAKFAST                           ,107 STATE HIGHWAY 46 W,BOERNE              ,TX,78006,130,1,555,555,July
12016756319,"GOURMET HOLDINGS OF FREDERICKSBURG, L.P.          ",108 N ACORN ST,FREDERICKSBRG       ,TX,78624,86,20,ACROSS THE WAY                                    ,211 W TRAVIS ST,FREDERICKSBURG      ,TX,78624,86,4,11905,11905,July
32016658448,SIDNEY CORINNE LOCK                               ,4300 AVENUE G,AUSTIN              ,TX,78751,227,5,ADAMS HOUSE BED & BREAKFAST                       ,4300 AVENUE G,AUSTIN              ,TX,78751,227,3,14623,14484,July
18611022726,"VNC, INC.                                         ",4005 BELT LINE RD,ADDISON             ,TX,75001,57,1,ADDISON INN                                       ,4005 BELT LINE RD,ADDISON             ,TX,75001,57,60,44521.56,31667.25,July
12019851414,"CC RELIABLE BUSINESS SERVICES, INC.               ",PO BOX 181295,CORPUS CHRISTI      ,TX,78480,178,102,ADH825.221,14825 WINDWARD DR APT 221,CORPUS CHRISTI      ,TX,78418,178,1,2578.57,2578.57,July
32024760251,"GALVESTON ISLAND REAL ESTATE, L.L.C.              ",16602 TERMINI SAN LUIS PASS RD,GALVESTON           ,TX,77554,84,72,ADMIRALS LOOKOUT                                  ,11610 BEACHSIDE,GALVESTON           ,TX,77554,84,1,22000,22000,July
32038271337,PORT ARANSAS ESCAPES LLC                          ,1900 STATE HIGHWAY 361,PORT ARANSAS        ,TX,78373,178,102,ADMIRALS QUARTERS 103PB,2212 STATE HIGHWAY 361 UNIT 103,PORT ARANSAS        ,TX,78373,178,1,7150,7150,July
32037291005,RANA INC.                                         ,10559 LANGMUIR AVE,SUNLAND             ,CA,91040,0,1,ADOBE INN MOTEL                                   ,1591 FM 1110 RD,CLINT               ,TX,79836,71,21,15785,11949,July
14504716219,CRESCENT HOTELS & RESORTS LLC                     ,10306 EATON PL STE 430,FAIRFAX             ,VA,22030,0,5,ADOLPHUS                                          ,1321 COMMERCE ST,DALLAS              ,TX,75202,57,422,689419,662889.75,July
13201386706,"JAIROSH ENTERPRISES, INC.                         ",804 W INTERSTATE 20,BIG SPRING          ,TX,79720,114,1,ADVANTAGE INN & SUITES                            ,804 W INTERSTATE 20,BIG SPRING          ,TX,79720,114,52,58601.26,29779.59,July
12019851414,"CC RELIABLE BUSINESS SERVICES, INC.               ",PO BOX 181295,CORPUS CHRISTI      ,TX,78480,178,141,ADV300.119,14300 ALOHA ST APT 119,CORPUS CHRISTI      ,TX,78418,178,1,4336.96,4336.96,July
32016093760,DEBBIE A GREGORY                                  ,834 MITCHELL ST,GONZALES            ,TX,78629,89,4,AFFINITY RETREAT                                  ,2000 PUMP STATION RD,WIMBERLY            ,TX,78676,105,1,2650,2650,July
32048372182,"PICTURESQUE PROPERTIES, LLC                       ",5601 BLUE RIDGE DR,COLLEGE STA         ,TX,77845,21,16,AGGIELAND LOOKOUT                                 ,100 PERSHING AVE,COLLEGE STATION     ,TX,77840,21,1,1500,1500,July
32055394038,ANDERVANT OPERATIONS LLC                          ,13600 RANCH ROAD 12 STE B,WIMBERLEY           ,TX,78676,105,44,AHIMSA                                            ,218 WOODCREEK DR,WIMBERLEY           ,TX,78676,105,1,0,0,July
32038271337,PORT ARANSAS ESCAPES LLC                          ,1900 STATE HIGHWAY 361,PORT ARANSAS        ,TX,78373,178,101,AHOY MATEY 102PB,2212 STATE HIGHWAY 361 UNIT 102,PORT ARANSAS        ,TX,78373,178,1,5775,5775,July
32019991234,RYSON REAL ESTATE HOLDINGS LLC                    ,2115 61ST ST STE 101,GALVESTON           ,TX,77551,84,256,AHOY MATEYS                                       ,9520 SEAWALL BLVD APT 110,GALVESTON           ,TX,77554,84,1,3252.36,3252.36,July
12601439560,"F & R GROUP INVESTMENTS, LLC                      ",11320 CLAYMORE RD,HOUSTON             ,TX,77024,101,2,AIRPORT INN                                       ,200 N MEMORIAL FWY,NEDERLAND           ,TX,77627,123,40,85372.53,24765.33,July
32044003419,"SHARDABA, LLC.                                    ",8115 EASTHAVEN BLVD,HOUSTON             ,TX,77034,101,1,AIRPORT INN & SUITES                              ,8115 EASTHAVEN BLVD,HOUSTON             ,TX,77034,101,42,30159.83,23259.83,July
12008463825,"LIDHAR BROTHERS, L.L.C.                           ",849 LANTANA ST,CORPUS CHRISTI      ,TX,78408,178,1,AIRPORT INN SUITES                                ,849 LANTANA ST,CORPUS CHRISTI      ,TX,78408,178,32,35743.7,34133.7,July
32040447933,COASTLINE VACATIONS LLC                           ,404 BROADWAY ST,ROCKPORT            ,TX,78382,4,27,AJ MARKS                                          ,28 RIVIERA DR,ROCKPORT            ,TX,78382,4,1,5740,5740,July
32050417586,"AKN HOSPITALITY, LLC                              ",1707 W HENDERSON ST,CLEBURNE            ,TX,76033,126,1,"AKN HOSPITALITY, LLC                              ",1707 W HENDERSON ST,CLEBURNE            ,TX,76033,126,40,42602.43,33079.16,July
32016093760,DEBBIE A GREGORY                                  ,834 MITCHELL ST,GONZALES            ,TX,78629,89,2,ALADDINS ESCAPE                                   ,2220 PUMP STATION RD,WIMBERLEY           ,TX,78676,105,1,1650,1650,July
32007280277,ALOMO COUNTRY LIMITED                             ,1826 W INTERSTATE 10,SEGUIN              ,TX,78155,94,1,ALAMO COUNTRY INN & SUITES                        ,1826 IH 10 WEST,SEGUIN              ,TX,78155,94,47,72554.94,72554.94,July
32050054322,"ALAMO BIRDING SERVICES, L.L.C.                    ",801 MAIN ST,ALAMO               ,TX,78516,108,1,ALAMO INN B & B                                   ,801 MAIN ST,ALAMO               ,TX,78516,108,16,1608,1608,July
32019988925,VASANTI LLC                                       ,2203 E COMMERCE ST ATTNRAKESH VAZIR,SAN ANTONIO         ,TX,78203,15,1,ALAMO INN MOTEL                                   ,2203 E COMMERCE ST,SAN ANTONIO         ,TX,78203,15,15,15871.91,15171.91,July
17416057549,"ALAMO KAMPGROUNDS, INC.                           ",602 GEMBLER RD,SAN ANTONIO         ,TX,78219,15,1,ALAMO K.O.A. KAMPGROUND INC.                      ,602 GEMBLER RD,SAN ANTONIO         ,TX,78219,15,4,28001.5,28001.5,July
32038420066,AMRISA LLC.                                       ,2957 S 1ST ST,ABILENE             ,TX,79605,221,1,ALAMO MOTEL                                       ,2957 S 1ST ST,ABILENE             ,TX,79605,221,20,7006,6586,July
32052813030,"HARE RAM HARE KRISHNA INVESTMENT, LLC             ",424 US 180,ALBANY              ,TX,76430,209,1,ALBANY INN & RV CAMPGROUND                        ,424 E US HIGHWAY 180,ALBANY              ,TX,76430,209,28,22181.1,21891.1,July
32051392721,"HOTEL ALCALDE, INC.                               ",614 SAINT PAUL ST,GONZALES            ,TX,78629,89,2,ALCALDE HOTEL                                     ,614 SAINT PAUL ST,GONZALES            ,TX,78629,89,18,11715.73,11715.73,July
32040347596,YK GROUP LLC                                      ,16800 DALLAS PKWY STE 240,DALLAS              ,TX,75248,57,7,ALEXAN SILBER                                     ,7777 KATY FWY,HOUSTON             ,TX,77024,101,1,2595,0,July
17526426857,"ALICE HOSPITALITY, INC.                           ",3605 OLIVER DR,FORT WORTH          ,TX,76244,220,1,ALICE MOTOR INN                                   ,500 S US HIGHWAY 281,ALICE               ,TX,78332,125,55,16973.57,16973.57,July
32050152654,ALISHA & ISHAN LODGING GROUP LLC                  ,15319 HIGHWAY 59 N,HUMBLE              ,TX,77396,101,2,ALISHA & ISHAN LODGING GROUP                      ,15319 HIGHWAY 59 N,HUMBLE              ,TX,77396,101,40,40155.39,20356.76,July
17427913748,"ALISTER SQUARE INN, LTD.                          ",200 S ALISTER ST,PORT ARANSAS        ,TX,78373,178,1,"ALISTER SQUARE INN, LTD.                          ",122 S ALISTER ST,PORT ARANSAS        ,TX,78373,178,50,145352.44,144702.44,July
32038271337,PORT ARANSAS ESCAPES LLC                          ,1900 STATE HIGHWAY 361,PORT ARANSAS        ,TX,78373,178,93,ALL DECKED OUT LCB14729,14729 LA CONCHA BLVD,PORT ARANSAS        ,TX,78373,178,1,12375,12375,July
32037993410,SUBODH K MALLIK M D                               ,2071 N MAIN ST,FORT STOCKTON       ,TX,79735,186,2,ALL INN                                           ,800 E DICKINSON BLVD,FORT STOCKTON       ,TX,79735,186,88,37075,29915,July
32017031462,LINDA LOU WEST                                    ,1501 BRIAR ST,PORTLAND            ,TX,78374,205,4,ALL ON BEACH RENTALS                              ,3938 SURFSIDE BLVD,CORPUS CHRISTI      ,TX,78402,178,10,14690,3490,July
32049649729,"ALL SEASONS RENTALS,  INC.                        ",15113 BAT HAWK CIR,AUSTIN              ,TX,78738,227,54,ALL SEASONS                                       ,201 CROSS BOW,HORSESHOE BAY       ,TX,78657,150,1,0,0,July
12016756319,"GOURMET HOLDINGS OF FREDERICKSBURG, L.P.          ",108 N ACORN ST,FREDERICKSBRG       ,TX,78624,86,7,ALL SEASONS DOWNTOWN RETREAT                      ,110 W SCHUBERT ST,FREDERICKSBURG      ,TX,78624,86,6,14491,14491,July
32032836069,YOGESHBHAI H GANDHI                               ,3511 E KIEST BLVD,DALLAS              ,TX,75203,57,1,ALL SEASONS INN & SUITES                          ,3511 E KIEST BLVD,DALLAS              ,TX,75203,57,30,12226.54,8226.54,July
12016756319,"GOURMET HOLDINGS OF FREDERICKSBURG, L.P.          ",108 N ACORN ST,FREDERICKSBRG       ,TX,78624,86,11,ALL SEASONS MAIN STREET RETREAT                   ,708 W MAIN ST,FREDERICKSBURG      ,TX,78624,86,6,39486.74,39486.74,July
32038271337,PORT ARANSAS ESCAPES LLC                          ,1900 STATE HIGHWAY 361,PORT ARANSAS        ,TX,78373,178,199,ALL WASHED UP AOV23,2727 S 11TH ST # 23,PORT ARANSAS        ,TX,78373,178,1,6750,6750,July
32043492993,AMANDA K CRIBBS                                   ,4202 FLAGSTAFF DR,AUSTIN              ,TX,78759,227,7,ALLANDALE RENTALS                                 ,1107A BRENTWOOD ST,AUSTIN              ,TX,78757,227,2,0,0,July
32043492993,AMANDA K CRIBBS                                   ,4202 FLAGSTAFF DR,AUSTIN              ,TX,78759,227,9,ALLANDALE RENTALS                                 ,11900 ALOE VERA TRL,AUSTIN              ,TX,78750,246,8,1219,1219,July
32043492993,AMANDA K CRIBBS                                   ,4202 FLAGSTAFF DR,AUSTIN              ,TX,78759,227,10,ALLANDALE RENTALS DUPLEX                          ,2200 LANIER DR # B,AUSTIN              ,TX,78757,227,1,2179,0,July
32043492993,AMANDA K CRIBBS                                   ,4202 FLAGSTAFF DR,AUSTIN              ,TX,78759,227,8,ALLANDALE RENTALS/DUPLEX                          ,2200 LANIER DR # A,AUSTIN              ,TX,78757,227,4,2250,0,July
32044594219,"KEY ALLEGRO COASTAL LUCE PROPERTIES, LLC          ",1809 BAY SHORE DR,ROCKPORT            ,TX,78382,4,67,ALLEGERO NORTH CONDOS #708,620 S FULTON BEACH RD APT 708,ROCKPORT            ,TX,78382,4,1,2450,2450,July
32044594219,"KEY ALLEGRO COASTAL LUCE PROPERTIES, LLC          ",1809 BAY SHORE DR,ROCKPORT            ,TX,78382,4,8,ALLEGRO ISLE CONDO                                ,71 NASSAU DR APT 302,ROCKPORT            ,TX,78382,4,1,775,775,July
32044594219,"KEY ALLEGRO COASTAL LUCE PROPERTIES, LLC          ",1809 BAY SHORE DR,ROCKPORT            ,TX,78382,4,122,ALLEGRO ISLE CONDO - CARRICO                      ,71 NASSAU DR APT 504,ROCKPORT            ,TX,78382,4,1,0,0,July
32044594219,"KEY ALLEGRO COASTAL LUCE PROPERTIES, LLC          ",1809 BAY SHORE DR,ROCKPORT            ,TX,78382,4,94,ALLEGRO ISLE CONDO #306,71 NASSAU DR APT 306,ROCKPORT            ,TX,78382,4,1,300,300,July
32044594219,"KEY ALLEGRO COASTAL LUCE PROPERTIES, LLC          ",1809 BAY SHORE DR,ROCKPORT            ,TX,78382,4,95,ALLEGRO ISLE CONDO #505,71 NASSAU DR APT 505,ROCKPORT            ,TX,78382,4,1,0,0,July
32044594219,"KEY ALLEGRO COASTAL LUCE PROPERTIES, LLC          ",1809 BAY SHORE DR,ROCKPORT            ,TX,78382,4,128,ALLEGRO NORTH CONDO                               ,620 S FULTON BEACH RD,ROCKPORT            ,TX,78382,4,2,0,0,July
